Notifications,Notification,module,Magento_AdminNotification
Message,Méssage,module,Magento_AdminNotification
Actions,actions,module,Magento_AdminNotification
ID,Identifiant,module,Magento_AdvancedCheckout
The SKU was not found in the catalog.,Le SKU n'a pas été trouvé dans le catalogue.,module,Magento_AdvancedCheckout
Action,action,module,Magento_AdvancedCheckout
Enable Search Recommendations,Activer les recommandations de recherche,module,Magento_AdvancedSearch
ID,Identifiant,module,Magento_AdvancedSearch
Action,action,module,Magento_AdvancedSearch
Subscription status,État de l'abonnement,module,Magento_Analytics
"Sorry, there has been an error processing your request. Please try again later.","Désolé, une erreur s'est produite lors du traitement de votre demande. Veuillez réessayer plus tard.",module,Magento_Analytics
"Sorry, there was an error processing your registration request to Magento Analytics. Please try again later.","Désolé, une erreur s'est produite lors du traitement de votre demande d'inscription à Magento Analytics. Réessayez plus tard.",module,Magento_Analytics
Error occurred during postponement notification,Une erreur s'est produite lors de la notification de report,module,Magento_Analytics
Command was not found.,La commande n'a pas été trouvée.,module,Magento_Analytics
There was an error save new configuration value.,Une erreur s'est produite lors de la sauvegarde de la nouvelle valeur de configuration.,module,Magento_Analytics
Please select a vertical.,Sélectionnez une verticale.,module,Magento_Analytics
--Please Select--,--SvP Choisir--,module,Magento_Analytics
Cannot find predefined integration user!,Impossible de trouver un utilisateur d'intégration prédéfini!,module,Magento_Analytics
TestMessage,315 = Message de test,module,Magento_Analytics
Error message,Message d'erreur,module,Magento_Analytics
Apps and Games,Applications et jeux,module,Magento_Analytics
Athletic/Sporting Goods,Articles sportifs / sportifs,module,Magento_Analytics
Art and Design,Art et désign,module,Magento_Analytics
Free Tier,Niveau gratuit,module,Magento_Analytics
An error occurred while subscription process.,Une erreur s'est produite pendant le processus d'abonnement.,module,Magento_Analytics
Analytics,Analyse,module,Magento_Analytics
API,API ,module,Magento_Analytics
Configuration,Configuration ,module,Magento_Analytics
BI Essential,BI Essential,module,Magento_Analytics
Basic Tier,Niveau de base,module,Magento_Analytics
BI Essentials,BI Essentials,module,Magento_Analytics
General,Général,module,Magento_Analytics
Send the system and transaction data to Magento Analytics service,Envoyer le système et les données de transaction au service Magento Analytics,module,Magento_Analytics
Vertical,Verticale,module,Magento_Analytics
Analytics Subscription,Abonnement aux analyses,module,Magento_Analytics
Subscription Confirmation,Confirmation d'abonnement,module,Magento_Analytics
Cancel,Annuler,module,Magento_Analytics
Ok,D'accord,module,Magento_Analytics
I agree with sending my system configuration and transaction data to Magento Analytics.,Je suis d'accord avec l'envoi de ma configuration système et les données de transaction à Magento Analytics.,module,Magento_Analytics Back,Back,module,Magento_AsynchronousOperations
Done,Finalisé,module,Magento_AsynchronousOperations
Retry,Réessayer,module,Magento_AsynchronousOperations
'Action Details - #' .,'Détails de l'action - #'.,module,Magento_AsynchronousOperations
"%1 item(s) have been scheduled for update.""","% 1 élément (s) ont été programmés pour la mise à jour. """,module,Magento_AsynchronousOperations
Bulk Actions Log,Billet d'actions en vrac,module,Magento_AsynchronousOperations
%1 item(s) are currently being updated.,% 1 élément (s) est en cours de mise à jour.,module,Magento_AsynchronousOperations
"Task ""%1"":","Tache 1"":",module,Magento_AsynchronousOperations
%1 item(s) have been scheduled for update.,% 1 élément (s) ont été programmés pour la mise à jour.,module,Magento_AsynchronousOperations
%1 item(s) have been successfully updated.,% 1 élément (s) a été mis à jour avec succès.,module,Magento_AsynchronousOperations
%1 item(s) failed to update,% 1 élément (s) n'a pas réussi à mettre à jour,module,Magento_AsynchronousOperations
Details,Détails,module,Magento_AsynchronousOperations
View Details,Voir les détails...,module,Magento_AsynchronousOperations
Dismiss,Annuler,module,Magento_AsynchronousOperations
"Pending, in queue...","En attente, en attente ...",module,Magento_AsynchronousOperations
%1 items selected for mass update,% 1 éléments sélectionnés pour la mise à jour de masse,module,Magento_AsynchronousOperations
", %1 successfully updated",",% 1 a été mis à jour avec succès",module,Magento_AsynchronousOperations
", %1 failed to update",",% 1 n'a pas réussi à mettre à jour",module,Magento_AsynchronousOperations
Something went wrong.,Quelque chose a mal tourné.,module,Magento_AsynchronousOperations
Action Log,Journal d'action,module,Magento_AsynchronousOperations
Bulk Actions,Actions groupées ,module,Magento_AsynchronousOperations
Days Saved in Log,Jours sauvegardés dans le journal,module,Magento_AsynchronousOperations
Description of Operation,Description de l'opération,module,Magento_AsynchronousOperations
Summary,Synthèse,module,Magento_AsynchronousOperations
Start Time,Heure de début,module,Magento_AsynchronousOperations
Items to Retry,Articles à réessayer,module,Magento_AsynchronousOperations
"To retry, select the items and click â€œRetryâ€.","Pour réessayer, sélectionnez les éléments et cliquez sur «Réglage».",module,Magento_AsynchronousOperations
Items That Canâ€™t Be Updated.,Articles qui ne peuvent pas être mis à jour.,module,Magento_AsynchronousOperations
ID,Identifiant,module,Magento_AsynchronousOperations
Status,Statut,module,Magento_AsynchronousOperations
Action,action,module,Magento_AsynchronousOperations
Meta Information,Meta-information,module,Magento_AsynchronousOperations
Error,Erreur ,module,Magento_AsynchronousOperations
Dismiss All Completed Tasks,Discuter de toutes les tâches terminées,module,Magento_AsynchronousOperations
Action Details - #,Détails de l'action - #,module,Magento_AsynchronousOperations
Number of Records Affected,Nombre de dossiers touchés,module,Magento_AsynchronousOperations
An error occurred on the server. Please try to place the order again.,Une erreur s'est produite sur le serveur. Essayez d'effectuer la commande à nouveau.,module,Magento_Authorizenet
Please Select,Veuillez Sélectionner une Réponse.,module,Magento_Authorizenet
"Sorry, but something went wrong. Please contact the seller.","Désolé, mais quelque chose a mal tourné. Veuillez contacter le vendeur.",module,Magento_Authorizenet
Transaction Details URL,URL des détails de la transaction,module,Magento_Authorizenet
Total,Total ,module,Magento_Backend
"Images (.gif, .jpg, .png)","Images (.gif, .jpg, .png)",module,Magento_Backend
Email,E-mail,module,Magento_Backend
Interface Locale,Interface Locale,module,Magento_Backend
Code,Côde,module,Magento_Backend
You can't change status of cache type(s) in production mode,Vous ne pouvez pas modifier l'état des types de cache en mode de production,module,Magento_Backend
An inactive store view cannot be saved as default store view,Une vue en magasin inactif ne peut pas être enregistrée en tant que vue par défaut de magasin,module,Magento_Backend
Cannot apply unknown condition,Impossible d'appliquer un état inconnu,module,Magento_Backend
Magento,Magento,module,Magento_Backend
Copyright &copy; %1 Magento Commerce Inc. All rights reserved.,Copyright et copie; % 1 Magento Commerce Inc. Tous droits réservés.,module,Magento_Backend
ver. %1,ver(fr): %1,module,Magento_Backend
WK,<0> sem.,module,Magento_Backend
Minute,Minute ,module,Magento_Backend
Report a Bug,Signaler un Bug,module,Magento_Backend
JavaScript/CSS,JavaScript / CSS,module,Magento_Backend
Images,Les images,module,Magento_Backend
Actions,Actions.,module,Magento_Backend
Marketing,MIse en marché,module,Magento_Backend
Design,Désign,module,Magento_Backend
Attributes,Attributs,module,Magento_Backend
Other Settings,Autres paramètres,module,Magento_Backend
Data Transfer,7.1.4 Data Transfer (Transfert de données),module,Magento_Backend
Magento Connect,Magento Connect,module,Magento_Backend
Connect Manager,Connect Manager,module,Magento_Backend
Package Extensions,Paquetages,module,Magento_Backend
Tools,Outils,module,Magento_Backend
Web Setup Wizard,Assistant de configuration Web,module,Magento_Backend
Currency,Devise,module,Magento_Backend
Communications,Les communications,module,Magento_Backend
Services,Prestations,module,Magento_Backend
Enabled Template Path Hints for Storefront,Les conseils de cheminement de modèle activés pour le bordereau,module,Magento_Backend
Enabled Template Path Hints for Admin,Conseils de chemin d'accès de modèle activés pour l'administrateur,module,Magento_Backend
Minify Html,Minify Html,module,Magento_Backend
Minification is not applied in developer mode.,La minification n'est pas appliquée en mode développeur.,module,Magento_Backend
Enabled for Storefront,Enabled for Storefront,module,Magento_Backend
"Translate, blocks and other output caches should be disabled for both Storefront and Admin inline translations.","Les traductions, les blocs et les autres caches de sortie devraient être désactivés pour les versions intégrales de Storefront et Admin.",module,Magento_Backend
Enable JavaScript Bundling,Activer le jumelage JavaScript,module,Magento_Backend
Minify JavaScript Files,Minimiser les fichiers JavaScript,module,Magento_Backend
Minify CSS Files,Minimiser les fichiers CSS,module,Magento_Backend
Image Processing Settings,Paramètres de traitement d'image,module,Magento_Backend
Image Adapter,Adaptateur d'image,module,Magento_Backend
Static Files Settings,Paramètres des fichiers statiques,module,Magento_Backend
Sign Static Files,Signer des fichiers statiques,module,Magento_Backend
Country Options,Options du pays,module,Magento_Backend
Top destinations,TOP DESTINATIONS,module,Magento_Backend
Single-Store Mode,Mode Single-Store,module,Magento_Backend
Enable Single-Store Mode,Activer le mode Single-Store,module,Magento_Backend
Port (25),Port,module,Magento_Backend
Forgot and Reset Email Sender,Oublié et réinitialiser l'expéditeur de messagerie,module,Magento_Backend
You will have to sign in after you save your custom admin path.,Vous devrez vous connecter après avoir enregistré votre chemin d'administration personnalisé.,module,Magento_Backend
Recovery Link Expiration Period (hours),Période d'expiration du lien de récupération (heures),module,Magento_Backend
Admin Session Lifetime (seconds),Session d'administration Durée de vie (secondes),module,Magento_Backend
Please enter at least 60 and at most 31536000 (one year).,Entrez au moins 60 et au plus 31536000 (un an).,module,Magento_Backend
Web,Toile,module,Magento_Backend
"<strong style=""color:red"">Warning!</strong> When using Store Code in URLs, in some cases system may not work properly if URLs without Store Codes are specified in the third party services (e.g. PayPal etc.).","<Style fort = ""couleur: rouge""> Attention!</ Strong> Lors de l'utilisation du code Store dans les URL, dans certains cas, le système peut ne pas fonctionner correctement si les URL sans Codes de magasin sont spécifiées dans les services tiers (p. Ex., PayPal, etc.).",module,Magento_Backend
Search Engine Optimization,Optimisation du référencement,module,Magento_Backend
Base URLs,URL de base,module,Magento_Backend
Specify URL or {{base_url}} placeholder.,Spécifiez URL ou {{base_url}} placeholder.,module,Magento_Backend
Base URL for Static View Files,URL de base pour les fichiers de vue statique,module,Magento_Backend
May be empty or start with {{unsecure_base_url}} placeholder.,Peut être vide ou commencer par {{unsecure_base_url}} placeholder.,module,Magento_Backend
Base URL for User Media Files,URL de base pour les fichiers multimédia utilisateur,module,Magento_Backend
Base URLs (Secure),URL de base (sécurisé),module,Magento_Backend
"Specify URL or {{base_url}}, or {{unsecure_base_url}} placeholder.",Spécifiez URL ou {{base_url}} ou {{unsecure_base_url}} placeholder.,module,Magento_Backend
Secure Base Link URL,Secure Base Link URL,module,Magento_Backend
Secure Base URL for Static View Files,URL de base sécurisée pour les fichiers de vue statique,module,Magento_Backend
